rank_mass,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa
665,154,0.5,5.0,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,6.77706,33222.7,110248.9,176694.2,1830.9,1520.2,1830.9
666,216,0.7,5.0,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,6.57706,33222.7,110248.9,176694.2,1850.0,1543.7,1850.0
667,330,1.0,5.0,4500.0,27.0,230.0,475.0,2.065,56,3892.0,5094.0,618.5735,93.7,86.91,1.889,6.27706,33222.7,110248.9,176694.2,1880.5,1580.9,1880.5
668,2,0.5,5.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,7.18749,33637.1,110532.3,177806.6,1820.6,1487.4,1820.6
669,7,0.7,5.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,6.98749,33637.1,110532.3,177806.6,1837.6,1508.9,1837.6
670,19,1.0,5.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,93.7,86.91,2.173,6.68749,33637.1,110532.3,177806.6,1864.5,1543.4,1864.5
671,275,0.5,4.5,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,5.53496,39020.7,99917.5,177958.8,1813.7,1541.8,1813.7
672,380,0.7,4.5,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,5.33496,39020.7,99917.5,177958.8,1837.9,1571.1,1837.9
673,587,1.0,4.5,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,5.03496,39020.7,99917.5,177958.8,1876.6,1618.6,1876.6
674,73,0.5,5.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,7.18911,34464.8,109062.3,177991.9,1825.0,1500.1,1825.0
675,108,0.7,5.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,6.98911,34464.8,109062.3,177991.9,1842.5,1521.9,1842.5
676,184,1.0,5.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,93.7,86.91,1.889,6.68911,34464.8,109062.3,177991.9,1870.2,1556.6,1870.2
677,148,0.5,4.5,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,5.89652,41199.3,98380.7,180779.2,1793.8,1509.9,1793.8
678,208,0.7,4.5,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,5.69652,41199.3,98380.7,180779.2,1815.6,1536.9,1815.6
679,344,1.0,4.5,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,5.39652,41199.3,98380.7,180779.2,1850.7,1579.9,1850.7
680,65,0.5,4.5,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,6.28021,43190.3,96957.1,183337.7,1779.1,1483.0,1779.1
681,100,0.7,4.5,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,6.08021,43190.3,96957.1,183337.7,1798.8,1507.5,1798.8
682,182,1.0,4.5,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,5.78021,43190.3,96957.1,183337.7,1830.2,1547.2,1830.2
683,209,0.5,5.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,5.69039,36625.3,111783.8,185034.4,1788.6,1514.4,1788.6
684,297,0.7,5.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,5.49039,36625.3,111783.8,185034.4,1812.2,1542.3,1812.2
685,471,1.0,5.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,108.49,100.63,2.188,5.19039,36625.3,111783.8,185034.4,1850.0,1587.7,1850.0
686,22,0.5,4.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,6.69226,44954.4,95694.8,185603.7,1769.4,1460.1,1769.4
687,41,0.7,4.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,6.49226,44954.4,95694.8,185603.7,1786.9,1482.8,1786.9
688,83,1.0,4.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,6.19226,44954.4,95694.8,185603.7,1815.0,1518.9,1815.0
689,107,0.5,5.0,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,6.03496,39020.7,109909.2,187950.5,1769.1,1482.3,1769.1
690,159,0.7,5.0,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,5.83496,39020.7,109909.2,187950.5,1790.3,1508.1,1790.3
691,276,1.0,5.0,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,108.49,100.63,2.188,5.53496,39020.7,109909.2,187950.5,1824.5,1549.4,1824.5
692,50,0.5,5.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,6.39652,41199.3,108218.8,190617.3,1754.4,1455.7,1754.4
693,80,0.7,5.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,6.19652,41199.3,108218.8,190617.3,1773.7,1479.4,1773.7
694,149,1.0,5.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,108.49,100.63,2.188,5.89652,41199.3,108218.8,190617.3,1804.5,1517.4,1804.5
695,16,0.5,5.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,6.78021,43190.3,106652.8,193033.4,1744.5,1433.1,1744.5
696,32,0.7,5.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,6.58021,43190.3,106652.8,193033.4,1761.9,1455.2,1761.9
697,66,1.0,5.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,108.49,100.63,2.188,6.28021,43190.3,106652.8,193033.4,1789.7,1490.2,1789.7
698,3,0.5,5.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,7.19226,44954.4,105264.3,195173.2,1738.9,1414.3,1738.9
699,8,0.7,5.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,6.99226,44954.4,105264.3,195173.2,1754.7,1434.6,1754.7
700,23,1.0,5.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,108.49,100.63,2.188,6.69226,44954.4,105264.3,195173.2,1779.7,1467.2,1779.7
