design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
c50,DLC1.2-e-s4,0.23,center,30,28490.0,2.0858,-36.8618,1.7773
c50,DLC1.2-e-s5,0.2,center,30,28490.0,1.4024,-21.2482,1.1864
c50,DLC1.2-e-s6,0.21,center,30,28490.0,1.7997,-30.3008,1.5384
c50,DLC1.2-f-s1,0.26,center,30,18970.0,1.4677,-40.1933,1.0645
c50,DLC1.2-f-s2,0.26,center,30,18970.0,1.3334,-35.7402,1.0662
c50,DLC1.2-f-s3,0.26,center,30,18970.0,2.0752,-33.5264,1.5469
c50,DLC1.2-f-s4,0.27,center,30,18970.0,2.3977,-31.5747,1.9784
c50,DLC1.2-f-s5,0.26,center,30,18970.0,2.2902,-29.1069,1.9097
c50,DLC1.2-f-s6,0.29,center,30,18970.0,2.2392,-44.7199,1.7015
c50,DLC1.2-g-s1,0.31,center,30,11340.0,2.2004,-39.7303,1.5977
c50,DLC1.2-g-s2,0.3,center,30,11340.0,1.8317,-34.9735,1.2044
c50,DLC1.2-g-s3,0.32,center,30,11340.0,2.6684,-49.0903,1.8262
c50,DLC1.2-g-s4,0.33,center,30,11340.0,2.6142,-42.8377,1.9214
c50,DLC1.2-g-s5,0.35,center,30,11340.0,2.4697,-42.4349,1.798
c50,DLC1.2-g-s6,0.34,center,30,11340.0,2.2615,-38.6999,1.4916
c50,DLC1.2-h-s1,0.41,center,30,6126.0,2.6086,-31.5482,1.4673
c50,DLC1.2-h-s2,0.43,center,30,6126.0,2.4571,-44.68,1.5834
c50,DLC1.2-h-s3,0.39,center,30,6126.0,2.0939,-45.1739,1.2062
c50,DLC1.2-h-s4,0.4,center,30,6126.0,2.491,-39.2163,1.4999
c50,DLC1.2-h-s5,0.4,center,30,6126.0,1.8032,-43.638,0.9002
c50,DLC1.2-h-s6,0.42,center,30,6126.0,2.896,-47.98,2.0118
c50,DLC1.2-i-s1,0.51,center,30,2997.0,2.2856,-52.5083,0.9135
c50,DLC1.2-i-s2,0.43,center,30,2997.0,2.3746,-31.023,1.3421
