model,case,idx,bin,rpm,rev,brg,kappa,lambda_in,lambda_out,hmin_in_um,hmin_out_um,nu_mm2s,nu1_mm2s,a_iso,a_iso_capped
A1,C1,678,3,6.80837,0.01134728,UW,2.009247,4.639058,4.860996,1.400995,1.468021,294.637248,146.640656,3.017561,0
A1,C1,679,3,6.79648,0.01132747,UW,2.006334,4.633385,4.855052,1.399282,1.466226,294.637248,146.853552,3.013887,0
A1,C1,660,3,6.78791,0.01131318,DW,2.004234,4.898997,5.133371,1.479497,1.550278,294.637248,147.007424,7.487621,0
A1,C1,661,3,6.79909,0.01133182,DW,2.006973,4.904644,5.139288,1.481202,1.552065,294.637248,146.80676,7.499073,0
A1,C1,662,3,6.77483,0.01129138,DW,2.001028,4.892387,5.126445,1.477501,1.548186,294.637248,147.242959,7.474221,0
A1,C1,663,3,6.73326,0.0112221,DW,1.990832,4.871354,5.104405,1.471149,1.54153,294.637248,147.997078,7.43163,0
A1,C1,664,3,6.70151,0.01116918,DW,1.983037,4.855263,5.087545,1.46629,1.536439,294.637248,148.578816,7.399094,0
A1,C1,665,3,6.71579,0.01119298,DW,1.986543,4.862503,5.095131,1.468476,1.53873,294.637248,148.316549,7.413728,0
A1,C1,666,3,6.75819,0.01126365,DW,1.996948,4.883972,5.117627,1.47496,1.545523,294.637248,147.543805,7.457173,0
A1,C1,667,3,6.78392,0.01130653,DW,2.003256,4.896981,5.131258,1.478888,1.54964,294.637248,147.079185,7.483533,0
A1,C1,668,3,6.77738,0.01129563,DW,2.001653,4.893676,5.127795,1.47789,1.548594,294.637248,147.196975,7.476833,0
A1,C1,669,3,6.75316,0.01125527,DW,1.995714,4.881427,5.114961,1.474191,1.544718,294.637248,147.635013,7.45202,0
A1,C1,670,3,6.75181,0.01125302,DW,1.995383,4.880744,5.114245,1.473985,1.544502,294.637248,147.659514,7.450637,0
A1,C1,671,3,6.79013,0.01131688,DW,2.004778,4.900118,5.134546,1.479836,1.550633,294.637248,146.96753,7.489895,0
A1,C1,672,3,6.8235,0.0113725,DW,2.012952,4.916963,5.152197,1.484923,1.555963,294.637248,146.37073,7.524076,0
A1,C1,673,3,6.81401,0.01135668,DW,2.010628,4.912175,5.14718,1.483477,1.554448,294.637248,146.539908,7.514356,0
A1,C1,674,3,6.77155,0.01128592,DW,2.000224,4.890729,5.124707,1.477,1.547662,294.637248,147.302153,7.470861,0
A1,C1,675,3,6.72567,0.01120945,DW,1.988969,4.867509,5.100377,1.469988,1.540314,294.637248,148.135688,7.423852,0
A1,C1,676,3,6.7295,0.01121583,DW,1.989909,4.86945,5.10241,1.470574,1.540928,294.637248,148.065708,7.427777,0
A1,C1,677,3,6.77593,0.01129322,DW,2.001297,4.892943,5.127027,1.477669,1.548362,294.637248,147.223119,7.475348,0
A1,C1,678,3,6.80837,0.01134728,DW,2.009247,4.909329,5.144197,1.482617,1.553548,294.637248,146.640656,7.508579,0
A1,C1,679,3,6.79648,0.01132747,DW,2.006334,4.903326,5.137907,1.480804,1.551648,294.637248,146.853552,7.496399,0
A1,C1,680,3,6.75296,0.01125493,UW,1.995665,4.612597,4.833269,1.393004,1.459647,294.637248,147.638642,3.000424,0
A1,C1,681,3,6.71861,0.01119768,UW,1.987236,4.59616,4.816046,1.38804,1.454446,294.637248,148.264877,2.98978,0
A1,C1,682,3,6.74053,0.01123422,UW,1.992615,4.606652,4.82704,1.391209,1.457766,294.637248,147.864579,2.996574,0
A1,C1,683,3,6.80157,0.01133595,UW,2.007581,4.635814,4.857597,1.400016,1.466994,294.637248,146.76233,3.01546,0
A1,C1,684,3,6.83859,0.01139765,UW,2.016646,4.653462,4.876089,1.405345,1.472579,294.637248,146.102605,3.02689,0
A1,C1,685,3,6.82964,0.01138273,UW,2.014455,4.649198,4.871621,1.404058,1.47123,294.637248,146.261501,3.024129,0
A1,C1,686,3,6.78817,0.01131362,UW,2.004298,4.629419,4.850896,1.398084,1.464971,294.637248,147.002751,3.011318,0
A1,C1,687,3,6.76769,0.01127948,UW,1.999277,4.619637,4.840646,1.39513,1.461875,294.637248,147.371882,3.004984,0
A1,C1,688,3,6.80534,0.01134223,UW,2.008504,4.637612,4.859481,1.400559,1.467563,294.637248,146.694845,3.016625,0
A1,C1,689,3,6.86059,0.01143432,UW,2.022029,4.663936,4.887064,1.408509,1.475893,294.637248,145.713635,3.033675,0
A1,C1,690,3,6.87821,0.01146368,UW,2.026339,4.672318,4.895847,1.41104,1.478546,294.637248,145.403748,3.039104,0
A1,C1,691,3,6.84685,0.01141142,UW,2.018668,4.657396,4.880211,1.406533,1.473824,294.637248,145.956297,3.029438,0
A1,C1,692,3,6.80121,0.01133535,UW,2.007493,4.635642,4.857417,1.399964,1.46694,294.637248,146.768778,3.015349,0
A1,C1,693,3,6.78311,0.01130518,UW,2.003057,4.627003,4.848364,1.397355,1.464206,294.637248,147.093762,3.009754,0
A1,C1,694,3,6.8046,0.011341,UW,2.008323,4.637259,4.859111,1.400452,1.467452,294.637248,146.708086,3.016396,0
A1,C1,695,3,6.83046,0.0113841,UW,2.014656,4.649589,4.872031,1.404176,1.471353,294.637248,146.246927,3.024382,0
A1,C1,696,3,6.82435,0.01137392,UW,2.01316,4.646677,4.86898,1.403296,1.470432,294.637248,146.355598,3.022496,0
A1,C1,697,3,6.79678,0.01132797,UW,2.006407,4.633528,4.855202,1.399326,1.466271,294.637248,146.848172,3.01398,0
A1,C1,698,3,6.77578,0.01129297,UW,2.001261,4.623502,4.844696,1.396298,1.463098,294.637248,147.225824,3.007487,0
A1,C1,699,3,6.79402,0.01132337,UW,2.005731,4.632211,4.853822,1.398928,1.465854,294.637248,146.897684,3.013127,0
A1,C1,680,3,6.75296,0.01125493,DW,1.995665,4.881326,5.114855,1.474161,1.544686,294.637248,147.638642,7.451815,0
A1,C1,681,3,6.71861,0.01119768,DW,1.987236,4.863932,5.096629,1.468908,1.539182,294.637248,148.264877,7.416618,0
A1,C1,682,3,6.74053,0.01123422,DW,1.992615,4.875035,5.108263,1.472261,1.542695,294.637248,147.864579,7.439079,0
A1,C1,683,3,6.80157,0.01133595,DW,2.007581,4.905896,5.1406,1.481581,1.552461,294.637248,146.76233,7.501613,0
A1,C1,684,3,6.83859,0.01139765,DW,2.016646,4.924572,5.16017,1.487221,1.558371,294.637248,146.102605,7.53953,0
A1,C1,685,3,6.82964,0.01138273,DW,2.014455,4.92006,5.155441,1.485858,1.556943,294.637248,146.261501,7.530364,0
A1,C1,686,3,6.78817,0.01131362,DW,2.004298,4.899128,5.133509,1.479537,1.55032,294.637248,147.002751,7.487887,0
A1,C1,687,3,6.76769,0.01127948,DW,1.999277,4.888777,5.122662,1.476411,1.547044,294.637248,147.371882,7.466906,0
A1,C1,688,3,6.80534,0.01134223,DW,2.008504,4.907799,5.142594,1.482155,1.553064,294.637248,146.694845,7.505475,0
A1,C1,689,3,6.86059,0.01143432,DW,2.022029,4.935657,5.171784,1.490568,1.561879,294.637248,145.713635,7.56206,0
A1,C1,690,3,6.87821,0.01146368,DW,2.026339,4.944527,5.181079,1.493247,1.564686,294.637248,145.403748,7.580103,0
A1,C1,691,3,6.84685,0.01141142,DW,2.018668,4.928735,5.164532,1.488478,1.559689,294.637248,145.956297,7.54799,0
A1,C1,692,3,6.80121,0.01133535,DW,2.007493,4.905714,5.14041,1.481526,1.552404,294.637248,146.768778,7.501245,0
A1,C1,693,3,6.78311,0.01130518,DW,2.003057,4.896572,5.13083,1.478765,1.549511,294.637248,147.093762,7.482703,0
A1,C1,694,3,6.8046,0.011341,DW,2.008323,4.907426,5.142203,1.482043,1.552945,294.637248,146.708086,7.504717,0
A1,C1,695,3,6.83046,0.0113841,DW,2.014656,4.920473,5.155875,1.485983,1.557074,294.637248,146.246927,7.531204,0
A1,C1,696,3,6.82435,0.01137392,DW,2.01316,4.917392,5.152646,1.485052,1.556099,294.637248,146.355598,7.524946,0
A1,C1,697,3,6.79678,0.01132797,DW,2.006407,4.903477,5.138066,1.48085,1.551696,294.637248,146.848172,7.496707,0
A1,C1,698,3,6.77578,0.01129297,DW,2.001261,4.892867,5.126948,1.477646,1.548338,294.637248,147.225824,7.475194,0
A1,C1,699,3,6.79402,0.01132337,DW,2.005731,4.902083,5.136605,1.480429,1.551255,294.637248,146.897684,7.49388,0
A1,C1,700,3,6.84651,0.01141085,UW,2.018584,4.657234,4.880041,1.406485,1.473773,294.637248,145.962313,3.029333,0
A1,C1,701,3,6.87931,0.01146552,UW,2.026608,4.672841,4.896395,1.411198,1.478711,294.637248,145.384451,3.039442,0
A1,C1,702,3,6.86993,0.01144988,UW,2.024314,4.66838,4.891721,1.409851,1.4773,294.637248,145.549189,3.036553,0
A1,C1,703,3,6.83126,0.01138543,UW,2.014852,4.64997,4.87243,1.404291,1.471474,294.637248,146.232712,3.024629,0
A1,C1,704,3,6.80312,0.01133853,UW,2.007961,4.636553,4.858372,1.400239,1.467228,294.637248,146.734576,3.015939,0
A1,C1,705,3,6.82734,0.0113789,UW,2.013892,4.648102,4.870473,1.403727,1.470883,294.637248,146.302396,3.023419,0
A1,C1,706,3,6.87116,0.01145193,UW,2.024615,4.668965,4.892334,1.410027,1.477485,294.637248,145.527564,3.036932,0
A1,C1,707,3,6.8915,0.01148583,UW,2.029588,4.678635,4.902467,1.412948,1.480545,294.637248,145.170973,3.043196,0
A1,C1,708,3,6.87508,0.01145847,UW,2.025573,4.670829,4.894287,1.41059,1.478075,294.637248,145.45869,3.03814,0
A1,C1,709,3,6.83126,0.01138543,UW,2.014852,4.64997,4.87243,1.404291,1.471474,294.637248,146.232712,3.024629,0
A1,C1,710,3,6.82246,0.01137077,UW,2.012697,4.645776,4.868036,1.403024,1.470147,294.637248,146.389249,3.021912,0
A1,C1,711,3,6.84718,0.01141197,UW,2.018748,4.657553,4.880376,1.406581,1.473873,294.637248,145.950458,3.02954,0
A1,C1,712,3,6.86915,0.01144858,UW,2.024123,4.668009,4.891332,1.409739,1.477182,294.637248,145.562907,3.036313,0
A1,C1,713,3,6.8764,0.01146067,UW,2.025896,4.671457,4.894945,1.41078,1.478273,294.637248,145.435514,3.038546,0
A1,C1,714,3,6.84626,0.01141043,UW,2.018523,4.657115,4.879917,1.406449,1.473735,294.637248,145.966736,3.029256,0
A1,C1,715,3,6.81965,0.01136608,UW,2.012009,4.644436,4.866632,1.40262,1.469723,294.637248,146.439312,3.021045,0
A1,C1,716,3,6.83222,0.01138703,UW,2.015087,4.650427,4.872909,1.404429,1.471619,294.637248,146.215657,3.024925,0
A1,C1,717,3,6.86869,0.01144782,UW,2.024011,4.66779,4.891103,1.409673,1.477113,294.637248,145.570998,3.036171,0
A1,C1,718,3,6.89801,0.01149668,UW,2.031179,4.681729,4.905708,1.413882,1.481524,294.637248,145.05725,3.0452,0
A1,C1,719,3,6.89225,0.01148708,UW,2.029771,4.678992,4.90284,1.413056,1.480658,294.637248,145.157862,3.043427,0
A1,C1,700,3,6.84651,0.01141085,DW,2.018584,4.928564,5.164352,1.488426,1.559634,294.637248,145.962313,7.547642,0
A1,C1,701,3,6.87931,0.01146552,DW,2.026608,4.94508,5.181659,1.493414,1.564861,294.637248,145.384451,7.581229,0
A1,C1,702,3,6.86993,0.01144988,DW,2.024314,4.940359,5.176712,1.491989,1.563367,294.637248,145.549189,7.571625,0
A1,C1,703,3,6.83126,0.01138543,DW,2.014852,4.920877,5.156297,1.486105,1.557202,294.637248,146.232712,7.532023,0
A1,C1,704,3,6.80312,0.01133853,DW,2.007961,4.906679,5.14142,1.481817,1.552709,294.637248,146.734576,7.503201,0
A1,C1,705,3,6.82734,0.0113789,DW,2.013892,4.9189,5.154226,1.485508,1.556576,294.637248,146.302396,7.528009,0
A1,C1,706,3,6.87116,0.01145193,DW,2.024615,4.940978,5.177361,1.492175,1.563563,294.637248,145.527564,7.572884,0
A1,C1,707,3,6.8915,0.01148583,DW,2.029588,4.951212,5.188084,1.495266,1.566801,294.637248,145.170973,7.593711,0
A1,C1,708,3,6.87508,0.01145847,DW,2.025573,4.942951,5.179428,1.492771,1.564187,294.637248,145.45869,7.576898,0
A1,C1,709,3,6.83126,0.01138543,DW,2.014852,4.920877,5.156297,1.486105,1.557202,294.637248,146.232712,7.532023,0
A1,C1,710,3,6.82246,0.01137077,DW,2.012697,4.916439,5.151647,1.484764,1.555797,294.637248,146.389249,7.52301,0
A1,C1,711,3,6.84718,0.01141197,DW,2.018748,4.928901,5.164706,1.488528,1.559741,294.637248,145.950458,7.548328,0
A1,C1,712,3,6.86915,0.01144858,DW,2.024123,4.939967,5.176301,1.49187,1.563243,294.637248,145.562907,7.570826,0
A1,C1,713,3,6.8764,0.01146067,DW,2.025896,4.943616,5.180124,1.492972,1.564398,294.637248,145.435514,7.57825,0
A1,C1,714,3,6.84626,0.01141043,DW,2.018523,4.928438,5.16422,1.488388,1.559595,294.637248,145.966736,7.547386,0
A1,C1,715,3,6.81965,0.01136608,DW,2.012009,4.915021,5.150162,1.484336,1.555349,294.637248,146.439312,7.520132,0
A1,C1,716,3,6.83222,0.01138703,DW,2.015087,4.921361,5.156805,1.486251,1.557355,294.637248,146.215657,7.533007,0
A1,C1,717,3,6.86869,0.01144782,DW,2.024011,4.939735,5.176058,1.4918,1.56317,294.637248,145.570998,7.570355,0
A1,C1,718,3,6.89801,0.01149668,DW,2.031179,4.954486,5.191514,1.496255,1.567837,294.637248,145.05725,7.600376,0
A1,C1,719,3,6.89225,0.01148708,DW,2.029771,4.951589,5.18848,1.49538,1.566921,294.637248,145.157862,7.594479,0
A1,C1,720,3,6.86555,0.01144258,UW,2.023243,4.666296,4.889537,1.409221,1.47664,294.637248,145.626256,3.035203,0
A1,C1,721,3,6.85399,0.01142332,UW,2.020415,4.660795,4.883773,1.40756,1.474899,294.637248,145.830086,3.03164,0
A1,C1,722,3,6.87606,0.0114601,UW,2.025813,4.671295,4.894776,1.410731,1.478222,294.637248,145.441483,3.038441,0
A1,C1,723,3,6.89932,0.01149887,UW,2.031499,4.682351,4.90636,1.41407,1.481721,294.637248,145.034389,3.045603,0
A1,C1,724,3,6.90339,0.01150565,UW,2.032494,4.684284,4.908386,1.414654,1.482333,294.637248,144.963415,3.046855,0
A1,C1,725,3,6.88525,0.01147542,UW,2.02806,4.675665,4.899354,1.412051,1.479605,294.637248,145.28034,3.041272,0
A1,C1,726,3,6.86022,0.0114337,UW,2.021939,4.66376,4.88688,1.408456,1.475838,294.637248,145.720158,3.033561,0
A1,C1,727,3,6.86159,0.01143598,UW,2.022274,4.664412,4.887563,1.408652,1.476044,294.637248,145.696009,3.033983,0
A1,C1,728,3,6.87933,0.01146555,UW,2.026613,4.67285,4.896405,1.411201,1.478714,294.637248,145.3841,3.039449,0
A1,C1,729,3,6.88889,0.01148148,UW,2.02895,4.677395,4.901167,1.412573,1.480152,294.637248,145.216623,3.042392,0
A1,C1,730,3,6.87755,0.01146258,UW,2.026177,4.672004,4.895518,1.410945,1.478447,294.637248,145.41533,3.0389,0
A1,C1,731,3,6.84047,0.01140078,UW,2.017106,4.654357,4.877027,1.405616,1.472862,294.637248,146.069276,3.02747,0
A1,C1,732,3,6.82133,0.01136888,UW,2.012421,4.645237,4.867471,1.402862,1.469976,294.637248,146.409376,3.021564,0
A1,C1,733,3,6.8342,0.01139033,UW,2.015572,4.651371,4.873898,1.404714,1.471917,294.637248,146.180496,3.025536,0
A1,C1,734,3,6.86366,0.01143943,UW,2.02278,4.665397,4.888595,1.40895,1.476356,294.637248,145.659538,3.034621,0
A1,C1,735,3,6.88714,0.01147857,UW,2.028522,4.676563,4.900296,1.412322,1.479889,294.637248,145.247248,3.041854,0
A1,C1,736,3,6.88318,0.01147197,UW,2.027554,4.674681,4.898323,1.411754,1.479294,294.637248,145.316602,3.040634,0
A1,C1,737,3,6.86594,0.01144323,UW,2.023338,4.666482,4.889732,1.409277,1.476699,294.637248,145.61939,3.035323,0
A1,C1,738,3,6.86604,0.0114434,UW,2.023362,4.666529,4.889782,1.409292,1.476714,294.637248,145.61763,3.035354,0
A1,C1,739,3,6.8916,0.011486,UW,2.029612,4.678683,4.902517,1.412962,1.48056,294.637248,145.169225,3.043227,0
A1,C1,720,3,6.86555,0.01144258,DW,2.023243,4.938154,5.174402,1.491323,1.562669,294.637248,145.626256,7.56714,0
A1,C1,721,3,6.85399,0.01142332,DW,2.020415,4.932332,5.168301,1.489564,1.560827,294.637248,145.830086,7.555302,0
A1,C1,722,3,6.87606,0.0114601,DW,2.025813,4.943445,5.179945,1.49292,1.564343,294.637248,145.441483,7.577902,0
A1,C1,723,3,6.89932,0.01149887,DW,2.031499,4.955144,5.192205,1.496454,1.568046,294.637248,145.034389,7.601717,0
A1,C1,724,3,6.90339,0.01150565,DW,2.032494,4.95719,5.194348,1.497072,1.568693,294.637248,144.963415,7.605884,0
A1,C1,725,3,6.88525,0.01147542,DW,2.02806,4.948069,5.18479,1.494317,1.565807,294.637248,145.28034,7.587312,0
A1,C1,726,3,6.86022,0.0114337,DW,2.021939,4.93547,5.171589,1.490512,1.56182,294.637248,145.720158,7.561682,0
A1,C1,727,3,6.86159,0.01143598,DW,2.022274,4.93616,5.172312,1.49072,1.562038,294.637248,145.696009,7.563084,0
A1,C1,728,3,6.87933,0.01146555,DW,2.026613,4.94509,5.181669,1.493417,1.564864,294.637248,145.3841,7.58125,0
A1,C1,729,3,6.88889,0.01148148,DW,2.02895,4.9499,5.186709,1.49487,1.566386,294.637248,145.216623,7.591039,0
A1,C1,730,3,6.87755,0.01146258,DW,2.026177,4.944194,5.180731,1.493147,1.564581,294.637248,145.41533,7.579427,0
A1,C1,731,3,6.84047,0.01140078,DW,2.017106,4.92552,5.161163,1.487507,1.558671,294.637248,146.069276,7.541456,0
A1,C1,732,3,6.82133,0.01136888,DW,2.012421,4.915869,5.15105,1.484592,1.555617,294.637248,146.409376,7.521853,0
A1,C1,733,3,6.8342,0.01139033,DW,2.015572,4.922359,5.157851,1.486552,1.557671,294.637248,146.180496,7.535034,0
A1,C1,734,3,6.86366,0.01143943,DW,2.02278,4.937203,5.173404,1.491035,1.562368,294.637248,145.659538,7.565204,0
A1,C1,735,3,6.88714,0.01147857,DW,2.028522,4.949019,5.185786,1.494604,1.566108,294.637248,145.247248,7.589247,0
A1,C1,736,3,6.88318,0.01147197,DW,2.027554,4.947027,5.183699,1.494002,1.565477,294.637248,145.316602,7.585192,0
A1,C1,737,3,6.86594,0.01144323,DW,2.023338,4.938351,5.174607,1.491382,1.562731,294.637248,145.61939,7.567539,0
A1,C1,738,3,6.86604,0.0114434,DW,2.023362,4.938401,5.17466,1.491397,1.562747,294.637248,145.61763,7.567641,0
A1,C1,739,3,6.8916,0.011486,DW,2.029612,4.951263,5.188137,1.495281,1.566817,294.637248,145.169225,7.593813,0
A1,C1,740,3,6.90984,0.0115164,UW,2.03407,4.687348,4.911596,1.415579,1.483302,294.637248,144.851093,3.048839,0
A1,C1,741,3,6.9133,0.01152217,UW,2.034915,4.68899,4.913317,1.416075,1.483822,294.637248,144.790919,3.049903,0
A1,C1,742,3,6.89639,0.01149398,UW,2.030783,4.680959,4.904902,1.41365,1.48128,294.637248,145.085532,3.044701,0
A1,C1,743,3,6.87903,0.01146505,UW,2.026539,4.672708,4.896256,1.411158,1.478669,294.637248,145.389362,3.039356,0
A1,C1,744,3,6.8822,0.01147033,UW,2.027314,4.674215,4.897835,1.411613,1.479146,294.637248,145.333777,3.040332,0
A1,C1,745,3,6.88981,0.01148302,UW,2.029175,4.677832,4.901625,1.412705,1.480291,294.637248,145.200528,3.042676,0
A1,C1,746,3,6.8844,0.011474,UW,2.027852,4.675261,4.898931,1.411929,1.479477,294.637248,145.295228,3.04101,0
A1,C1,747,3,6.86375,0.01143958,UW,2.022802,4.66544,4.88864,1.408963,1.476369,294.637248,145.657953,3.034649,0
A1,C1,748,3,6.8386,0.01139767,UW,2.016649,4.653467,4.876094,1.405347,1.47258,294.637248,146.102428,3.026894,0
A1,C1,749,3,6.84045,0.01140075,UW,2.017101,4.654348,4.877017,1.405613,1.472859,294.637248,146.069631,3.027464,0
A1,C1,750,3,6.86836,0.01144727,UW,2.02393,4.667633,4.890938,1.409625,1.477063,294.637248,145.576803,3.036069,0
A1,C1,751,3,6.89081,0.01148468,UW,2.029419,4.678307,4.902123,1.412849,1.480441,294.637248,145.183039,3.042983,0
A1,C1,752,3,6.88975,0.01148292,UW,2.02916,4.677804,4.901595,1.412697,1.480282,294.637248,145.201578,3.042657,0
A1,C1,753,3,6.87158,0.01145263,UW,2.024717,4.669165,4.892543,1.410088,1.477548,294.637248,145.520181,3.037061,0
A1,C1,754,3,6.86727,0.01144545,UW,2.023663,4.667114,4.890395,1.409469,1.476899,294.637248,145.595981,3.035733,0
A1,C1,755,3,6.89361,0.01148935,UW,2.030104,4.679638,4.903518,1.413251,1.480862,294.637248,145.134092,3.043845,0
A1,C1,756,3,6.93548,0.01155913,UW,2.040333,4.699516,4.924347,1.419254,1.487153,294.637248,144.406485,3.056722,0
A1,C1,757,3,6.9588,0.011598,UW,2.046025,4.710572,4.935931,1.422593,1.490651,294.637248,144.00471,3.063884,0
A1,C1,758,3,6.94791,0.01157985,UW,2.043367,4.70541,4.930523,1.421034,1.489018,294.637248,144.192024,3.06054,0
A1,C1,759,3,6.91475,0.01152458,UW,2.035269,4.689679,4.914039,1.416283,1.48404,294.637248,144.765718,3.050349,0
A1,C1,740,3,6.90984,0.0115164,DW,2.03407,4.960432,5.197745,1.49805,1.569719,294.637248,144.851093,7.612488,0
A1,C1,741,3,6.9133,0.01152217,DW,2.034915,4.962171,5.199567,1.498576,1.570269,294.637248,144.790919,7.61603,0
A1,C1,742,3,6.89639,0.01149398,DW,2.030783,4.953671,5.190661,1.496009,1.56758,294.637248,145.085532,7.598718,0
A1,C1,743,3,6.87903,0.01146505,DW,2.026539,4.944939,5.181511,1.493372,1.564816,294.637248,145.389362,7.580943,0
A1,C1,744,3,6.8822,0.01147033,DW,2.027314,4.946534,5.183182,1.493853,1.565321,294.637248,145.333777,7.584189,0
A1,C1,745,3,6.88981,0.01148302,DW,2.029175,4.950362,5.187194,1.495009,1.566532,294.637248,145.200528,7.591981,0
A1,C1,746,3,6.8844,0.011474,DW,2.027852,4.947641,5.184342,1.494188,1.565671,294.637248,145.295228,7.586441,0
A1,C1,747,3,6.86375,0.01143958,DW,2.022802,4.937248,5.173452,1.491049,1.562382,294.637248,145.657953,7.565296,0
A1,C1,748,3,6.8386,0.01139767,DW,2.016649,4.924577,5.160175,1.487222,1.558373,294.637248,146.102428,7.539541,0
A1,C1,749,3,6.84045,0.01140075,DW,2.017101,4.92551,5.161152,1.487504,1.558668,294.637248,146.069631,7.541435,0
A1,C1,750,3,6.86836,0.01144727,DW,2.02393,4.939569,5.175884,1.49175,1.563117,294.637248,145.576803,7.570017,0
A1,C1,751,3,6.89081,0.01148468,DW,2.029419,4.950865,5.187721,1.495161,1.566692,294.637248,145.183039,7.593004,0
A1,C1,752,3,6.88975,0.01148292,DW,2.02916,4.950332,5.187162,1.495,1.566523,294.637248,145.201578,7.591919,0
A1,C1,753,3,6.87158,0.01145263,DW,2.024717,4.94119,5.177582,1.492239,1.56363,294.637248,145.520181,7.573314,0
A1,C1,754,3,6.86727,0.01144545,DW,2.023663,4.93902,5.175309,1.491584,1.562943,294.637248,145.595981,7.568901,0
A1,C1,755,3,6.89361,0.01148935,DW,2.030104,4.952273,5.189196,1.495587,1.567137,294.637248,145.134092,7.595871,0
A1,C1,756,3,6.93548,0.01155913,DW,2.040333,4.973309,5.211239,1.501939,1.573794,294.637248,144.406485,7.638736,0
A1,C1,757,3,6.9588,0.011598,DW,2.046025,4.985009,5.223498,1.505473,1.577496,294.637248,144.00471,7.662607,0
A1,C1,758,3,6.94791,0.01157985,DW,2.043367,4.979547,5.217775,1.503823,1.575768,294.637248,144.192024,7.65146,0
A1,C1,759,3,6.91475,0.01152458,DW,2.035269,4.962899,5.20033,1.498796,1.5705,294.637248,144.765718,7.617515,0
A1,C1,760,3,6.89096,0.01148493,UW,2.029456,4.678379,4.902198,1.41287,1.480464,294.637248,145.180416,3.04303,0
A1,C1,761,3,6.89976,0.0114996,UW,2.031607,4.68256,4.906579,1.414133,1.481787,294.637248,145.026713,3.045738,0
A1,C1,762,3,6.91902,0.0115317,UW,2.036313,4.691706,4.916163,1.416895,1.484681,294.637248,144.691562,3.051662,0
A1,C1,763,3,6.91396,0.01152327,UW,2.035076,4.689304,4.913646,1.41617,1.483921,294.637248,144.779447,3.050106,0
A1,C1,764,3,6.87915,0.01146525,UW,2.026569,4.672765,4.896315,1.411175,1.478687,294.637248,145.387257,3.039393,0
A1,C1,765,3,6.8391,0.0113985,UW,2.016771,4.653705,4.876344,1.405419,1.472656,294.637248,146.093562,3.027048,0
A1,C1,766,3,6.83503,0.01139172,UW,2.015775,4.651766,4.874312,1.404833,1.472042,294.637248,146.165763,3.025792,0
A1,C1,767,3,6.87068,0.01145113,UW,2.024497,4.668737,4.892095,1.409958,1.477413,294.637248,145.536002,3.036784,0
A1,C1,768,3,6.90457,0.01150762,UW,2.032782,4.684845,4.908974,1.414823,1.48251,294.637248,144.942852,3.047218,0
A1,C1,769,3,6.91423,0.01152372,UW,2.035142,4.689432,4.91378,1.416208,1.483962,294.637248,144.774755,3.050189,0
A1,C1,770,3,6.89764,0.01149607,UW,2.031089,4.681553,4.905524,1.413829,1.481468,294.637248,145.063708,3.045086,0
A1,C1,771,3,6.89038,0.01148397,UW,2.029314,4.678103,4.901909,1.412787,1.480377,294.637248,145.190559,3.042851,0
A1,C1,772,3,6.91514,0.01152523,UW,2.035365,4.689864,4.914233,1.416339,1.484098,294.637248,144.758942,3.050469,0
A1,C1,773,3,6.95287,0.01158812,UW,2.044578,4.707761,4.932986,1.421744,1.489762,294.637248,144.106642,3.062063,0
