model,case,idx,bin,rpm,rev,brg,kappa,lambda_in,lambda_out,hmin_in_um,hmin_out_um,nu_mm2s,nu1_mm2s,a_iso,a_iso_capped
B1,C1,2653,13,0.06424,0.00010707,DW,0.1,0.19091,0.199743,0.057655,0.060322,294.637248,7034.078808,0.099969,0
B1,C1,2654,13,0.05799,9.665e-05,DW,0.1,0.177708,0.18593,0.053668,0.056151,294.637248,7657.897731,0.099969,0
B1,C1,2655,13,0.05255,8.758e-05,DW,0.1,0.165872,0.173547,0.050093,0.052411,294.637248,8310.033882,0.099969,0
B1,C1,2656,13,0.0488,8.133e-05,DW,0.1,0.157486,0.164773,0.047561,0.049761,294.637248,8837.244549,0.099969,0
B1,C1,2657,13,0.0465,7.75e-05,DW,0.1,0.152259,0.159304,0.045982,0.04811,294.637248,9198.116599,0.099969,0
B1,C1,2658,13,0.04564,7.607e-05,DW,0.1,0.150285,0.157239,0.045386,0.047486,294.637248,9341.50852,0.099969,0
B1,C1,2659,13,0.04487,7.478e-05,DW,0.1,0.148503,0.155375,0.044848,0.046923,294.637248,9474.578229,0.099969,0
B1,C1,2660,13,0.04321,7.201e-05,UW,0.1,0.12865,0.134603,0.038852,0.04065,294.637248,9776.486634,0.099975,0
B1,C1,2661,13,0.04177,6.962e-05,UW,0.1,0.125649,0.131463,0.037946,0.039702,294.637248,10053.991954,0.099975,0
B1,C1,2662,13,0.04126,6.877e-05,UW,0.1,0.12457,0.130334,0.03762,0.039361,294.637248,10157.33082,0.099975,0
B1,C1,2663,13,0.04223,7.038e-05,UW,0.1,0.126601,0.132459,0.038234,0.040003,294.637248,9964.386498,0.099975,0
B1,C1,2664,13,0.04485,7.475e-05,UW,0.1,0.132055,0.138165,0.039881,0.041726,294.637248,9478.347997,0.099975,0
B1,C1,2665,13,0.04886,8.144e-05,UW,0.1,0.140222,0.14671,0.042347,0.044306,294.637248,8827.36594,0.099975,0
B1,C1,2666,13,0.05403,9.005e-05,UW,0.1,0.150442,0.157403,0.045433,0.047536,294.637248,8120.894375,0.099975,0
B1,C1,2667,13,0.05909,9.848e-05,UW,0.1,0.160171,0.167583,0.048372,0.05061,294.637248,7539.340522,0.099975,0
B1,C1,2668,13,0.06362,0.00010603,UW,0.1,0.168665,0.176469,0.050937,0.053294,294.637248,7091.289774,0.099975,0
B1,C1,2669,13,0.0671,0.00011184,UW,0.1,0.175087,0.183189,0.052876,0.055323,294.637248,6783.943996,0.099975,0
B1,C1,2670,13,0.06954,0.00011591,UW,0.1,0.179519,0.187826,0.054215,0.056723,294.637248,6585.812346,0.099975,0
B1,C1,2671,13,0.07153,0.00011922,UW,0.1,0.183096,0.191568,0.055295,0.057854,294.637248,6433.546557,0.099975,0
B1,C1,2672,13,0.07308,0.0001218,UW,0.1,0.185858,0.194458,0.056129,0.058726,294.637248,6320.330001,0.099975,0
B1,C1,2673,13,0.075,0.000125,UW,0.1,0.189267,0.198024,0.057159,0.059803,294.637248,6185.599037,0.099975,0
B1,C1,2674,13,0.07698,0.00012829,UW,0.1,0.192743,0.201661,0.058208,0.060902,294.637248,6053.541067,0.099975,0
B1,C1,2675,13,0.07746,0.00012911,UW,0.1,0.193598,0.202556,0.058467,0.061172,294.637248,6021.864794,0.099975,0
B1,C1,2676,13,0.0771,0.0001285,UW,0.1,0.192964,0.201892,0.058275,0.060971,294.637248,6045.341913,0.099975,0
B1,C1,2677,13,0.07543,0.00012571,UW,0.1,0.190019,0.198812,0.057386,0.060041,294.637248,6156.561107,0.099975,0
B1,C1,2678,13,0.07243,0.00012072,UW,0.1,0.184712,0.193258,0.055783,0.058364,294.637248,6366.884418,0.099975,0
B1,C1,2679,13,0.06886,0.00011477,UW,0.1,0.178292,0.186542,0.053844,0.056336,294.637248,6639.608299,0.099975,0
B1,C1,2660,13,0.04321,7.201e-05,DW,0.1,0.144626,0.151318,0.043677,0.045698,294.637248,9776.486634,0.099969,0
B1,C1,2661,13,0.04177,6.962e-05,DW,0.1,0.141252,0.147788,0.042658,0.044632,294.637248,10053.991954,0.099969,0
B1,C1,2662,13,0.04126,6.877e-05,DW,0.1,0.140039,0.146519,0.042292,0.044249,294.637248,10157.33082,0.099969,0
B1,C1,2663,13,0.04223,7.038e-05,DW,0.1,0.142323,0.148908,0.042981,0.04497,294.637248,9964.386498,0.099969,0
B1,C1,2664,13,0.04485,7.475e-05,DW,0.1,0.148453,0.155322,0.044833,0.046907,294.637248,9478.347997,0.099969,0
B1,C1,2665,13,0.04886,8.144e-05,DW,0.1,0.157635,0.164928,0.047606,0.049808,294.637248,8827.36594,0.099969,0
B1,C1,2666,13,0.05403,9.005e-05,DW,0.1,0.169124,0.176949,0.051075,0.053439,294.637248,8120.894375,0.099969,0
B1,C1,2667,13,0.05909,9.848e-05,DW,0.1,0.180062,0.188393,0.054379,0.056895,294.637248,7539.340522,0.099969,0
B1,C1,2668,13,0.06362,0.00010603,DW,0.1,0.18961,0.198383,0.057262,0.059912,294.637248,7091.289774,0.099969,0
B1,C1,2669,13,0.0671,0.00011184,DW,0.1,0.19683,0.205937,0.059443,0.062193,294.637248,6783.943996,0.099969,0
B1,C1,2670,13,0.06954,0.00011591,DW,0.1,0.201812,0.21115,0.060947,0.063767,294.637248,6585.812346,0.099969,0
B1,C1,2671,13,0.07153,0.00011922,DW,0.1,0.205833,0.215357,0.062162,0.065038,294.637248,6433.546557,0.099969,0
B1,C1,2672,13,0.07308,0.0001218,DW,0.1,0.208938,0.218606,0.063099,0.066019,294.637248,6320.330001,0.099969,0
B1,C1,2673,13,0.075,0.000125,DW,0.1,0.21277,0.222615,0.064257,0.06723,294.637248,6185.599037,0.099969,0
B1,C1,2674,13,0.07698,0.00012829,DW,0.1,0.216678,0.226704,0.065437,0.068464,294.637248,6053.541067,0.099969,0
B1,C1,2675,13,0.07746,0.00012911,DW,0.1,0.217639,0.227709,0.065727,0.068768,294.637248,6021.864794,0.099969,0
B1,C1,2676,13,0.0771,0.0001285,DW,0.1,0.216926,0.226963,0.065512,0.068543,294.637248,6045.341913,0.099969,0
B1,C1,2677,13,0.07543,0.00012571,DW,0.1,0.213616,0.2235,0.064512,0.067497,294.637248,6156.561107,0.099969,0
B1,C1,2678,13,0.07243,0.00012072,DW,0.1,0.207649,0.217257,0.06271,0.065612,294.637248,6366.884418,0.099969,0
B1,C1,2679,13,0.06886,0.00011477,DW,0.1,0.200432,0.209706,0.060531,0.063331,294.637248,6639.608299,0.099969,0
B1,C1,2680,13,0.06473,0.00010788,UW,0.1,0.170727,0.178627,0.05156,0.053945,294.637248,6989.863296,0.099975,0
B1,C1,2681,13,0.06153,0.00010254,UW,0.1,0.16477,0.172394,0.049761,0.052063,294.637248,7290.481833,0.099975,0
B1,C1,2682,13,0.05802,9.67e-05,UW,0.1,0.158138,0.165455,0.047758,0.049967,294.637248,7654.446736,0.099975,0
B1,C1,2683,13,0.05417,9.028e-05,UW,0.1,0.150715,0.157689,0.045516,0.047622,294.637248,8103.445076,0.099975,0
B1,C1,2684,13,0.0502,8.367e-05,UW,0.1,0.142907,0.14952,0.043158,0.045155,294.637248,8631.039337,0.099975,0
B1,C1,2685,13,0.04642,7.737e-05,UW,0.1,0.135278,0.141537,0.040854,0.042744,294.637248,9211.173174,0.099975,0
B1,C1,2686,13,0.04272,7.119e-05,UW,0.1,0.12763,0.133536,0.038544,0.040328,294.637248,9869.211042,0.099975,0
B1,C1,2687,13,0.03934,6.557e-05,UW,0.1,0.12049,0.126065,0.036388,0.038072,294.637248,10566.408122,0.099975,0
B1,C1,2688,13,0.03643,6.072e-05,UW,0.1,0.114173,0.119456,0.03448,0.036076,294.637248,11263.081448,0.099975,0
B1,C1,2689,13,0.0341,5.683e-05,UW,0.1,0.109008,0.114052,0.03292,0.034444,294.637248,11898.637864,0.099975,0
B1,C1,2690,13,0.0321,5.35e-05,UW,0.1,0.10449,0.109325,0.031556,0.033016,294.637248,12511.039232,0.099975,0
B1,C1,2691,13,0.03132,5.22e-05,UW,0.1,0.102704,0.107456,0.031017,0.032452,294.637248,12769.48775,0.099975,0
B1,C1,2692,13,0.03131,5.219e-05,UW,0.1,0.102691,0.107442,0.031013,0.032448,294.637248,12771.417084,0.099975,0
B1,C1,2693,13,0.0329,5.483e-05,UW,0.1,0.106306,0.111225,0.032104,0.03359,294.637248,12258.094193,0.099975,0
B1,C1,2694,13,0.03502,5.836e-05,UW,0.1,0.111054,0.116192,0.033538,0.03509,294.637248,11639.238721,0.099975,0
B1,C1,2695,13,0.03663,6.106e-05,UW,0.1,0.114617,0.119921,0.034614,0.036216,294.637248,11211.382225,0.099975,0
B1,C1,2696,13,0.03882,6.47e-05,UW,0.1,0.11937,0.124893,0.03605,0.037718,294.637248,10684.127189,0.099975,0
B1,C1,2697,13,0.04197,6.996e-05,UW,0.1,0.126071,0.131904,0.038073,0.039835,294.637248,10014.133651,0.099975,0
B1,C1,2698,13,0.04592,7.654e-05,UW,0.1,0.134262,0.140474,0.040547,0.042423,294.637248,9293.871671,0.099975,0
B1,C1,2699,13,0.04993,8.322e-05,UW,0.1,0.142359,0.148946,0.042992,0.044982,294.637248,8670.448327,0.099975,0
B1,C1,2680,13,0.06473,0.00010788,DW,0.1,0.191928,0.200808,0.057962,0.060644,294.637248,6989.863296,0.099969,0
B1,C1,2681,13,0.06153,0.00010254,DW,0.1,0.185232,0.193802,0.05594,0.058528,294.637248,7290.481833,0.099969,0
B1,C1,2682,13,0.05802,9.67e-05,DW,0.1,0.177775,0.186001,0.053688,0.056172,294.637248,7654.446736,0.099969,0
B1,C1,2683,13,0.05417,9.028e-05,DW,0.1,0.169431,0.177271,0.051168,0.053536,294.637248,8103.445076,0.099969,0
B1,C1,2684,13,0.0502,8.367e-05,DW,0.1,0.160653,0.168087,0.048517,0.050762,294.637248,8631.039337,0.099969,0
B1,C1,2685,13,0.04642,7.737e-05,DW,0.1,0.152077,0.159113,0.045927,0.048052,294.637248,9211.173174,0.099969,0
B1,C1,2686,13,0.04272,7.119e-05,DW,0.1,0.143479,0.150118,0.043331,0.045336,294.637248,9869.211042,0.099969,0
B1,C1,2687,13,0.03934,6.557e-05,DW,0.1,0.135453,0.14172,0.040907,0.042799,294.637248,10566.408122,0.099969,0
B1,C1,2688,13,0.03643,6.072e-05,DW,0.1,0.128351,0.13429,0.038762,0.040556,294.637248,11263.081448,0.099969,0
B1,C1,2689,13,0.0341,5.683e-05,DW,0.1,0.122545,0.128215,0.037009,0.038721,294.637248,11898.637864,0.099969,0
B1,C1,2690,13,0.0321,5.35e-05,DW,0.1,0.117466,0.122901,0.035475,0.037116,294.637248,12511.039232,0.099969,0
B1,C1,2691,13,0.03132,5.22e-05,DW,0.1,0.115458,0.1208,0.034868,0.036482,294.637248,12769.48775,0.099969,0
B1,C1,2692,13,0.03131,5.219e-05,DW,0.1,0.115443,0.120785,0.034864,0.036477,294.637248,12771.417084,0.099969,0
B1,C1,2693,13,0.0329,5.483e-05,DW,0.1,0.119507,0.125037,0.036091,0.037761,294.637248,12258.094193,0.099969,0
B1,C1,2694,13,0.03502,5.836e-05,DW,0.1,0.124844,0.130621,0.037703,0.039447,294.637248,11639.238721,0.099969,0
B1,C1,2695,13,0.03663,6.106e-05,DW,0.1,0.12885,0.134812,0.038913,0.040713,294.637248,11211.382225,0.099969,0
B1,C1,2696,13,0.03882,6.47e-05,DW,0.1,0.134193,0.140402,0.040526,0.042401,294.637248,10684.127189,0.099969,0
B1,C1,2697,13,0.04197,6.996e-05,DW,0.1,0.141726,0.148284,0.042801,0.044782,294.637248,10014.133651,0.099969,0
B1,C1,2698,13,0.04592,7.654e-05,DW,0.1,0.150935,0.157919,0.045582,0.047691,294.637248,9293.871671,0.099969,0
B1,C1,2699,13,0.04993,8.322e-05,DW,0.1,0.160037,0.167442,0.048331,0.050568,294.637248,8670.448327,0.099969,0
B1,C1,2700,13,0.05271,8.785e-05,UW,0.1,0.147859,0.1547,0.044653,0.04672,294.637248,8289.379075,0.099975,0
B1,C1,2701,13,0.05595,9.325e-05,UW,0.1,0.154163,0.161296,0.046557,0.048711,294.637248,7888.993486,0.099975,0
B1,C1,2702,13,0.05896,9.826e-05,UW,0.1,0.159921,0.16732,0.048296,0.050531,294.637248,7553.348384,0.099975,0
B1,C1,2703,13,0.06152,0.00010253,UW,0.1,0.16475,0.172373,0.049754,0.052057,294.637248,7291.563847,0.099975,0
B1,C1,2704,13,0.06369,0.00010616,UW,0.1,0.168812,0.176623,0.050981,0.05334,294.637248,7083.998095,0.099975,0
B1,C1,2705,13,0.06665,0.00011108,UW,0.1,0.174256,0.182319,0.052625,0.05506,294.637248,6822.319148,0.099975,0
B1,C1,2706,13,0.06896,0.00011493,UW,0.1,0.178461,0.186719,0.053895,0.056389,294.637248,6632.14327,0.099975,0
B1,C1,2707,13,0.07038,0.00011731,UW,0.1,0.181035,0.189412,0.054673,0.057202,294.637248,6520.469755,0.099975,0
B1,C1,2708,13,0.07047,0.00011745,UW,0.1,0.181188,0.189571,0.054719,0.05725,294.637248,6513.979445,0.099975,0
B1,C1,2709,13,0.06919,0.00011532,UW,0.1,0.178882,0.187158,0.054022,0.056522,294.637248,6613.664528,0.099975,0
B1,C1,2710,13,0.06722,0.00011203,UW,0.1,0.175295,0.183406,0.052939,0.055388,294.637248,6774.434881,0.099975,0
B1,C1,2711,13,0.06539,0.00010899,UW,0.1,0.171953,0.179909,0.05193,0.054333,294.637248,6930.823723,0.099975,0
B1,C1,2712,13,0.06353,0.00010588,UW,0.1,0.168509,0.176306,0.05089,0.053244,294.637248,7099.108088,0.099975,0
B1,C1,2713,13,0.06173,0.00010289,UW,0.1,0.16516,0.172802,0.049878,0.052186,294.637248,7270.098123,0.099975,0
B1,C1,2714,13,0.06017,0.00010028,UW,0.1,0.162218,0.169724,0.04899,0.051257,294.637248,7426.671282,0.099975,0
B1,C1,2715,13,0.05817,9.694e-05,UW,0.1,0.158418,0.165748,0.047842,0.050056,294.637248,7638.409122,0.099975,0
B1,C1,2716,13,0.05636,9.393e-05,UW,0.1,0.154949,0.162119,0.046795,0.04896,294.637248,7841.570931,0.099975,0
B1,C1,2717,13,0.05368,8.947e-05,UW,0.1,0.149772,0.156702,0.045231,0.047324,294.637248,8164.011325,0.099975,0
B1,C1,2718,13,0.04993,8.322e-05,UW,0.1,0.142358,0.148945,0.042992,0.044981,294.637248,8670.54922,0.099975,0
B1,C1,2719,13,0.04634,7.723e-05,UW,0.1,0.135106,0.141357,0.040802,0.04269,294.637248,9225.096836,0.099975,0
B1,C1,2700,13,0.05271,8.785e-05,DW,0.1,0.16622,0.173911,0.050198,0.052521,294.637248,8289.379075,0.099969,0
B1,C1,2701,13,0.05595,9.325e-05,DW,0.1,0.173307,0.181326,0.052339,0.05476,294.637248,7888.993486,0.099969,0
B1,C1,2702,13,0.05896,9.826e-05,DW,0.1,0.17978,0.188098,0.054294,0.056806,294.637248,7553.348384,0.099969,0
B1,C1,2703,13,0.06152,0.00010253,DW,0.1,0.185208,0.193778,0.055933,0.058521,294.637248,7291.563847,0.099969,0
B1,C1,2704,13,0.06369,0.00010616,DW,0.1,0.189775,0.198556,0.057312,0.059964,294.637248,7083.998095,0.099969,0
B1,C1,2705,13,0.06665,0.00011108,DW,0.1,0.195895,0.20496,0.05916,0.061898,294.637248,6822.319148,0.099969,0
B1,C1,2706,13,0.06896,0.00011493,DW,0.1,0.200622,0.209905,0.060588,0.063391,294.637248,6632.14327,0.099969,0
B1,C1,2707,13,0.07038,0.00011731,DW,0.1,0.203516,0.212933,0.061462,0.064306,294.637248,6520.469755,0.099969,0
B1,C1,2708,13,0.07047,0.00011745,DW,0.1,0.203687,0.213112,0.061514,0.06436,294.637248,6513.979445,0.099969,0
B1,C1,2709,13,0.06919,0.00011532,DW,0.1,0.201095,0.2104,0.060731,0.063541,294.637248,6613.664528,0.099969,0
B1,C1,2710,13,0.06722,0.00011203,DW,0.1,0.197063,0.206181,0.059513,0.062267,294.637248,6774.434881,0.099969,0
B1,C1,2711,13,0.06539,0.00010899,DW,0.1,0.193306,0.20225,0.058378,0.06108,294.637248,6930.823723,0.099969,0
B1,C1,2712,13,0.06353,0.00010588,DW,0.1,0.189434,0.198199,0.057209,0.059856,294.637248,7099.108088,0.099969,0
B1,C1,2713,13,0.06173,0.00010289,DW,0.1,0.185669,0.19426,0.056072,0.058667,294.637248,7270.098123,0.099969,0
B1,C1,2714,13,0.06017,0.00010028,DW,0.1,0.182363,0.190801,0.055074,0.057622,294.637248,7426.671282,0.099969,0
B1,C1,2715,13,0.05817,9.694e-05,DW,0.1,0.17809,0.18633,0.053783,0.056272,294.637248,7638.409122,0.099969,0
B1,C1,2716,13,0.05636,9.393e-05,DW,0.1,0.174191,0.18225,0.052606,0.05504,294.637248,7841.570931,0.099969,0
B1,C1,2717,13,0.05368,8.947e-05,DW,0.1,0.16837,0.176161,0.050848,0.053201,294.637248,8164.011325,0.099969,0
B1,C1,2718,13,0.04993,8.322e-05,DW,0.1,0.160036,0.167441,0.048331,0.050567,294.637248,8670.54922,0.099969,0
B1,C1,2719,13,0.04634,7.723e-05,DW,0.1,0.151883,0.158911,0.045869,0.047991,294.637248,9225.096836,0.099969,0
B1,C1,2720,13,0.04324,7.207e-05,UW,0.1,0.128722,0.134678,0.038874,0.040673,294.637248,9770.068134,0.099975,0
B1,C1,2721,13,0.04135,6.891e-05,UW,0.1,0.124754,0.130527,0.037676,0.039419,294.637248,10139.527987,0.099975,0
B1,C1,2722,13,0.0408,6.8e-05,UW,0.1,0.123595,0.129313,0.037326,0.039053,294.637248,10252.454663,0.099975,0
B1,C1,2723,13,0.04233,7.055e-05,UW,0.1,0.126821,0.132689,0.0383,0.040072,294.637248,9943.926136,0.099975,0
B1,C1,2724,13,0.04559,7.598e-05,UW,0.1,0.133573,0.139754,0.040339,0.042206,294.637248,9350.708999,0.099975,0
B1,C1,2725,13,0.0489,8.15e-05,UW,0.1,0.140292,0.146783,0.042368,0.044329,294.637248,8822.136248,0.099975,0
B1,C1,2726,13,0.05164,8.607e-05,UW,0.1,0.145764,0.152508,0.044021,0.046057,294.637248,8430.855042,0.099975,0
B1,C1,2727,13,0.05415,9.024e-05,UW,0.1,0.150671,0.157642,0.045503,0.047608,294.637248,8106.277135,0.099975,0
B1,C1,2728,13,0.05653,9.422e-05,UW,0.1,0.155285,0.16247,0.046896,0.049066,294.637248,7821.451867,0.099975,0
B1,C1,2729,13,0.05925,9.876e-05,UW,0.1,0.160486,0.167912,0.048467,0.050709,294.637248,7521.805656,0.099975,0
B1,C1,2730,13,0.06318,0.0001053,UW,0.1,0.167856,0.175623,0.050693,0.053038,294.637248,7131.846333,0.099975,0
B1,C1,2731,13,0.06824,0.00011373,UW,0.1,0.177156,0.185353,0.053501,0.055977,294.637248,6690.115811,0.099975,0
B1,C1,2732,13,0.07379,0.00012298,UW,0.1,0.187123,0.195781,0.056511,0.059126,294.637248,6269.705789,0.099975,0
B1,C1,2733,13,0.07908,0.0001318,UW,0.1,0.196417,0.205505,0.059318,0.062063,294.637248,5919.522903,0.099975,0
B1,C1,2734,13,0.08439,0.00014064,UW,0.1,0.205554,0.215065,0.062077,0.06495,294.637248,5608.825554,0.099975,0
B1,C1,2735,13,0.0886,0.00014766,UW,0.1,0.21268,0.222521,0.064229,0.067201,294.637248,5386.690457,0.099975,0
B1,C1,2736,13,0.09172,0.00015287,UW,0.1,0.217905,0.227987,0.065807,0.068852,294.637248,5233.89293,0.099975,0
B1,C1,2737,13,0.09291,0.00015486,UW,0.1,0.219882,0.230056,0.066404,0.069477,294.637248,5178.14269,0.099975,0
B1,C1,2738,13,0.09298,0.00015496,UW,0.1,0.219984,0.230162,0.066435,0.069509,294.637248,5175.304259,0.099975,0
B1,C1,2739,13,0.09345,0.00015574,UW,0.1,0.220764,0.230979,0.066671,0.069756,294.637248,5153.612135,0.099975,0
B1,C1,2720,13,0.04324,7.207e-05,DW,0.1,0.144706,0.151402,0.043701,0.045723,294.637248,9770.068134,0.099969,0
B1,C1,2721,13,0.04135,6.891e-05,DW,0.1,0.140246,0.146736,0.042354,0.044314,294.637248,10139.527987,0.099969,0
B1,C1,2722,13,0.0408,6.8e-05,DW,0.1,0.138943,0.145371,0.041961,0.043902,294.637248,10252.454663,0.099969,0
B1,C1,2723,13,0.04233,7.055e-05,DW,0.1,0.14257,0.149166,0.043056,0.045048,294.637248,9943.926136,0.099969,0
B1,C1,2724,13,0.04559,7.598e-05,DW,0.1,0.150161,0.157109,0.045349,0.047447,294.637248,9350.708999,0.099969,0
B1,C1,2725,13,0.0489,8.15e-05,DW,0.1,0.157713,0.165011,0.047629,0.049833,294.637248,8822.136248,0.099969,0
B1,C1,2726,13,0.05164,8.607e-05,DW,0.1,0.163865,0.171447,0.049487,0.051777,294.637248,8430.855042,0.099969,0
B1,C1,2727,13,0.05415,9.024e-05,DW,0.1,0.169381,0.177218,0.051153,0.05352,294.637248,8106.277135,0.099969,0
B1,C1,2728,13,0.05653,9.422e-05,DW,0.1,0.174568,0.182646,0.05272,0.055159,294.637248,7821.451867,0.099969,0
B1,C1,2729,13,0.05925,9.876e-05,DW,0.1,0.180415,0.188763,0.054485,0.057007,294.637248,7521.805656,0.099969,0
B1,C1,2730,13,0.06318,0.0001053,DW,0.1,0.1887,0.197432,0.056988,0.059624,294.637248,7131.846333,0.099969,0
B1,C1,2731,13,0.06824,0.00011373,DW,0.1,0.199155,0.20837,0.060145,0.062928,294.637248,6690.115811,0.099969,0
B1,C1,2732,13,0.07379,0.00012298,DW,0.1,0.21036,0.220094,0.063529,0.066468,294.637248,6269.705789,0.099969,0
B1,C1,2733,13,0.07908,0.0001318,DW,0.1,0.220808,0.231025,0.066684,0.069769,294.637248,5919.522903,0.099969,0
B1,C1,2734,13,0.08439,0.00014064,DW,0.1,0.23108,0.241772,0.069786,0.073015,294.637248,5608.825554,0.099969,0
B1,C1,2735,13,0.0886,0.00014766,DW,0.1,0.239091,0.250154,0.072205,0.075546,294.637248,5386.690457,0.099969,0
B1,C1,2736,13,0.09172,0.00015287,DW,0.1,0.244964,0.256299,0.073979,0.077402,294.637248,5233.89293,0.099969,0
B1,C1,2737,13,0.09291,0.00015486,DW,0.1,0.247187,0.258624,0.07465,0.078104,294.637248,5178.14269,0.099969,0
B1,C1,2738,13,0.09298,0.00015496,DW,0.1,0.247301,0.258744,0.074685,0.078141,294.637248,5175.304259,0.099969,0
B1,C1,2739,13,0.09345,0.00015574,DW,0.1,0.248179,0.259662,0.07495,0.078418,294.637248,5153.612135,0.099969,0
B1,C1,2740,13,0.09366,0.00015611,UW,0.1,0.221123,0.231355,0.066779,0.069869,294.637248,5143.686413,0.099975,0
B1,C1,2741,13,0.0934,0.00015567,UW,0.1,0.220688,0.230899,0.066648,0.069732,294.637248,5155.723301,0.099975,0
B1,C1,2742,13,0.09194,0.00015323,UW,0.1,0.218264,0.228364,0.065916,0.068966,294.637248,5223.670667,0.099975,0
B1,C1,2743,13,0.08908,0.00014847,UW,0.1,0.213494,0.223373,0.064475,0.067459,294.637248,5362.342437,0.099975,0
B1,C1,2744,13,0.08558,0.00014264,UW,0.1,0.207592,0.217197,0.062693,0.065594,294.637248,5543.604805,0.099975,0
B1,C1,2745,13,0.08072,0.00013454,UW,0.1,0.199265,0.208485,0.060178,0.062962,294.637248,5819.34086,0.099975,0
B1,C1,2746,13,0.07505,0.00012509,UW,0.1,0.189364,0.198126,0.057188,0.059834,294.637248,6181.822896,0.099975,0
B1,C1,2747,13,0.06964,0.00011607,UW,0.1,0.179696,0.18801,0.054268,0.056779,294.637248,6578.150633,0.099975,0
B1,C1,2748,13,0.06426,0.00010709,UW,0.1,0.169853,0.177712,0.051296,0.053669,294.637248,7032.534157,0.099975,0
B1,C1,2749,13,0.05903,9.838e-05,UW,0.1,0.160054,0.16746,0.048336,0.050573,294.637248,7545.912833,0.099975,0
B1,C1,2750,13,0.05508,9.18e-05,UW,0.1,0.152486,0.159541,0.046051,0.048181,294.637248,7992.007844,0.099975,0
B1,C1,2751,13,0.05142,8.569e-05,UW,0.1,0.145311,0.152034,0.043884,0.045914,294.637248,8462.037427,0.099975,0
B1,C1,2752,13,0.049,8.166e-05,UW,0.1,0.140495,0.146996,0.042429,0.044393,294.637248,8807.025104,0.099975,0
B1,C1,2753,13,0.04705,7.842e-05,UW,0.1,0.136563,0.142882,0.041242,0.04315,294.637248,9108.476867,0.099975,0
B1,C1,2754,13,0.04576,7.627e-05,UW,0.1,0.133933,0.140131,0.040448,0.042319,294.637248,9320.918269,0.099975,0
B1,C1,2755,13,0.04598,7.663e-05,UW,0.1,0.13438,0.140598,0.040583,0.04246,294.637248,9284.224122,0.099975,0
B1,C1,2756,13,0.04739,7.899e-05,UW,0.1,0.137255,0.143606,0.041451,0.043369,294.637248,9054.062925,0.099975,0
B1,C1,2757,13,0.04928,8.214e-05,UW,0.1,0.141065,0.147592,0.042601,0.044573,294.637248,8764.880015,0.099975,0
B1,C1,2758,13,0.05112,8.52e-05,UW,0.1,0.144721,0.151418,0.043706,0.045728,294.637248,8502.893361,0.099975,0
B1,C1,2759,13,0.05399,8.998e-05,UW,0.1,0.150368,0.157325,0.045411,0.047512,294.637248,8125.663122,0.099975,0
B1,C1,2740,13,0.09366,0.00015611,DW,0.1,0.248583,0.260084,0.075072,0.078546,294.637248,5143.686413,0.099969,0
B1,C1,2741,13,0.0934,0.00015567,DW,0.1,0.248093,0.259572,0.074924,0.078391,294.637248,5155.723301,0.099969,0
B1,C1,2742,13,0.09194,0.00015323,DW,0.1,0.245369,0.256722,0.074101,0.07753,294.637248,5223.670667,0.099969,0
B1,C1,2743,13,0.08908,0.00014847,DW,0.1,0.240006,0.251111,0.072482,0.075836,294.637248,5362.342437,0.099969,0
B1,C1,2744,13,0.08558,0.00014264,DW,0.1,0.23337,0.244169,0.070478,0.073739,294.637248,5543.604805,0.099969,0
B1,C1,2745,13,0.08072,0.00013454,DW,0.1,0.224009,0.234374,0.067651,0.070781,294.637248,5819.34086,0.099969,0
B1,C1,2746,13,0.07505,0.00012509,DW,0.1,0.21288,0.22273,0.06429,0.067264,294.637248,6181.822896,0.099969,0
B1,C1,2747,13,0.06964,0.00011607,DW,0.1,0.20201,0.211357,0.061007,0.06383,294.637248,6578.150633,0.099969,0
B1,C1,2748,13,0.06426,0.00010709,DW,0.1,0.190945,0.19978,0.057665,0.060334,294.637248,7032.534157,0.099969,0
B1,C1,2749,13,0.05903,9.838e-05,DW,0.1,0.179929,0.188255,0.054339,0.056853,294.637248,7545.912833,0.099969,0
B1,C1,2750,13,0.05508,9.18e-05,DW,0.1,0.171421,0.179353,0.051769,0.054165,294.637248,7992.007844,0.099969,0
B1,C1,2751,13,0.05142,8.569e-05,DW,0.1,0.163355,0.170914,0.049333,0.051616,294.637248,8462.037427,0.099969,0
B1,C1,2752,13,0.049,8.166e-05,DW,0.1,0.157942,0.16525,0.047698,0.049905,294.637248,8807.025104,0.099969,0
B1,C1,2753,13,0.04705,7.842e-05,DW,0.1,0.153522,0.160625,0.046364,0.048509,294.637248,9108.476867,0.099969,0
B1,C1,2754,13,0.04576,7.627e-05,DW,0.1,0.150565,0.157532,0.045471,0.047575,294.637248,9320.918269,0.099969,0
B1,C1,2755,13,0.04598,7.663e-05,DW,0.1,0.151067,0.158057,0.045622,0.047733,294.637248,9284.224122,0.099969,0
B1,C1,2756,13,0.04739,7.899e-05,DW,0.1,0.154299,0.161439,0.046598,0.048755,294.637248,9054.062925,0.099969,0
B1,C1,2757,13,0.04928,8.214e-05,DW,0.1,0.158582,0.16592,0.047892,0.050108,294.637248,8764.880015,0.099969,0
B1,C1,2758,13,0.05112,8.52e-05,DW,0.1,0.162693,0.170221,0.049133,0.051407,294.637248,8502.893361,0.099969,0
