design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
6,DLC1.2-i-s5,0.54,min_pos,30,2997.0,3.451,-20.5914,0.2008
6,DLC1.2-i-s6,0.56,min_pos,30,2997.0,4.576,-34.5421,1.6006
6,DLC1.2-j-s1,0.57,min_pos,30,1332.0,7.243,-27.4633,1.6971
6,DLC1.2-j-s2,0.59,center,30,1332.0,2.1805,-11.0863,0.3746
6,DLC1.2-j-s3,0.58,min_pos,30,1332.0,4.0587,-24.899,0.4931
6,DLC1.2-j-s4,0.56,min_pos,30,1332.0,3.9678,-27.3271,0.3377
6,DLC1.2-j-s5,0.6,min_pos,30,1332.0,4.6011,-12.2725,1.8178
6,DLC1.2-j-s6,0.62,min_pos,30,1332.0,4.7829,-35.7696,1.7045
6,DLC1.2-k-s1,0.65,center,30,538.2,2.8463,-1.5244,1.8356
6,DLC1.2-k-s2,0.67,min_pos,30,538.2,-0.5206,7.0981,1.2093
6,DLC1.2-k-s3,0.66,center,30,538.2,2.0181,1.1768,1.8152
6,DLC1.2-k-s4,0.63,min_pos,30,538.2,3.1169,-4.3727,1.4407
6,DLC1.2-k-s5,0.5,min_pos,30,538.2,-2.5987,5.3506,0.2556
6,DLC1.2-k-s6,0.61,min_pos,30,538.2,3.7833,-3.7902,1.6453
6,DLC2.4.1-a-s1,0.31,min_pos,3,50.0,3.0243,-8.0663,0.9843
6,DLC2.4.1-a-s2,0.37,min_pos,3,50.0,3.3677,-9.1575,1.0723
6,DLC2.4.1-a-s3,0.33,min_pos,3,50.0,3.1891,-11.0795,0.5424
6,DLC2.4.1-a-s4,0.44,min_pos,3,50.0,3.6577,-10.9229,0.8705
6,DLC2.4.1-a-s5,0.42,center,3,50.0,2.3241,-7.1188,0.5942
6,DLC2.4.1-a-s6,0.23,center,3,50.0,2.6394,-5.9539,1.2019
6,DLC2.4.1-b-s1,0.9,min_pos,3,50.0,4.5691,-17.8532,0.5088
6,DLC2.4.1-b-s2,0.93,center,3,50.0,2.2659,-5.3863,0.8475
6,DLC2.4.1-b-s3,0.76,min_pos,3,50.0,5.6874,-22.7252,0.627
6,DLC2.4.1-b-s4,0.88,min_pos,3,50.0,4.0304,-14.456,0.6795
6,DLC2.4.1-b-s5,0.8,min_pos,3,50.0,5.9567,-18.5953,0.1423
6,DLC2.4.1-b-s6,0.68,min_pos,3,50.0,3.3254,-10.8831,0.6663
6,DLC2.4.2-a-s1,0.32,center,15,25.0,2.1482,-20.9308,0.0821
6,DLC2.4.2-a-s2,0.22,center,15,25.0,1.8672,-0.9782,1.545
6,DLC2.4.2-a-s3,0.29,center,15,25.0,1.9648,-4.7027,1.2675
6,DLC2.4.2-a-s4,0.17,center,15,25.0,1.1574,2.6705,1.3384
6,DLC2.4.2-a-s5,0.31,center,15,25.0,2.5584,-8.5895,1.4676
6,DLC2.4.2-a-s6,0.26,center,15,25.0,1.5292,-0.3608,1.3375
6,DLC2.4.2-b-s1,0.31,center,15,25.0,2.427,-9.5035,0.2039
6,DLC2.4.2-b-s2,0.49,min_pos,15,25.0,3.3911,-10.7569,0.468
6,DLC2.4.2-b-s3,0.42,center,15,25.0,2.6437,-9.7173,0.5217
6,DLC2.4.2-b-s4,0.41,center,15,25.0,2.8001,-8.2038,0.857
6,DLC2.4.2-b-s5,0.43,center,15,25.0,2.9581,-6.2038,1.2179
6,DLC2.4.2-b-s6,0.29,min_pos,15,25.0,3.2229,-10.807,0.64
6,DLC4.1-a-y1,0.33,center,10,10000.0,1.6216,0.7176,1.5
6,DLC4.1-a-y2,0.33,center,10,10000.0,1.6099,0.7177,1.4904
6,DLC4.1-a-y3,0.33,center,10,10000.0,1.6452,0.8345,1.5364
6,DLC4.1-b-y1,0.0,center,10,500.0,2.469,3.158,2.5568
